Age,Hours per day,While working,Instrumentalist,Composer,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Genre_Classical,Genre_Country,Genre_EDM,Genre_Folk,Genre_Gospel,Genre_Hip hop,Genre_Jazz,Genre_K pop,Genre_Latin,Genre_Lofi,Genre_Metal,Genre_Pop,Genre_R&B,Genre_Rap,Genre_Rock,Genre_Video game music,Stream_Apple Music,Stream_I do not use a streaming service.,Stream_Other streaming service,Stream_Pandora,Stream_Spotify,Stream_YouTube Music
0.10126582278481011,0.08333333333333333,0,0,0,0,1,0.6818181818181818,2,1,3,0,1,1,1,0,0,2,0,3,1,2,1,3,9.0,0.0,5.0,10.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.10126582278481011,0.16666666666666666,1,0,0,1,1,0.42272727272727273,0,0,1,0,0,3,2,2,1,2,0,3,3,3,2,1,2.0,7.0,1.0,1.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.11392405063291139,0.20833333333333331,0,1,1,1,1,0.40909090909090906,1,0,0,1,0,2,3,0,3,1,2,1,2,1,3,1,10.0,8.0,7.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.11392405063291139,0.125,1,0,0,1,0,0.5363636363636364,1,0,1,0,0,3,3,1,2,3,0,2,2,2,1,3,3.0,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.15189873417721517,0.08333333333333333,1,0,0,1,1,0.5727272727272728,0,0,3,0,0,2,0,3,0,0,0,2,0,2,3,1,7.0,8.0,5.0,1.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.07594936708860758,0.10416666666666666,1,1,1,1,1,0.46818181818181814,1,2,0,3,0,1,2,0,2,2,1,3,1,0,3,1,2.0,1.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.11392405063291139,0.125,1,0,0,1,1,0.35,1,0,2,0,0,3,1,3,1,1,1,3,3,3,1,3,5.0,4.0,0.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.34177215189873417,0.041666666666666664,1,0,0,0,0,0.5227272727272727,1,1,1,1,0,1,1,1,0,1,1,2,1,1,3,0,9.0,10.0,6.0,10.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.050632911392405056,0.29166666666666663,1,1,0,0,0,0.5,1,0,3,0,0,0,3,0,2,0,0,2,0,0,3,3,2.0,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.2911392405063291,0.041666666666666664,0,0,0,0,1,0.5454545454545454,1,2,2,0,0,2,0,0,1,0,3,2,1,2,2,2,5.0,2.0,5.0,1.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.20253164556962022,0.041666666666666664,0,0,0,0,0,0.5136363636363636,1,2,0,2,0,3,3,0,0,0,3,3,3,3,3,0,3.0,2.0,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.27848101265822783,0.125,1,0,0,0,0,0.7136363636363636,0,0,1,0,0,3,0,0,2,1,0,2,3,3,1,0,2.0,0.0,7.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.2531645569620253,0.20833333333333331,1,1,0,1,0,0.7272727272727273,2,1,0,2,0,1,0,0,0,0,3,2,0,0,3,0,7.0,6.0,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.4177215189873418,0.25,1,1,1,1,1,0.4954545454545454,2,1,3,1,1,1,1,2,1,3,1,2,1,0,2,3,5.0,4.0,8.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0.17721518987341772,0.16666666666666666,1,0,0,1,1,0.7954545454545454,3,1,1,0,0,1,1,0,0,0,2,3,1,0,3,1,4.0,6.0,5.0,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.3291139240506329,0.041666666666666664,1,0,0,1,0,0.5,2,1,0,0,0,0,0,0,0,0,1,2,1,1,3,0,6.0,2.0,3.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0.11392405063291139,0.16666666666666666,1,0,0,1,0,0.7363636363636363,1,0,1,0,0,1,2,0,0,2,0,2,0,0,1,3,8.0,2.0,1.0,6.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
